,Unnamed: 0,categories,text,text_full,main_category,label_mid,label_high
441,701,114 Rzeczowe,"['czy klientka może zagrodzić swoją część drogi tak, aby sąsiad nie miał do niej dostępu?', 'czy w przedmiotowej sprawie doszło do zasiedzenia nieruchomości?']",czy klientka może zagrodzić swoją część drogi tak aby sąsiad nie miał do niej dostępu czy w przedmiotowej sprawie doszło do zasiedzenia nieruchomości,rzeczowe,rzeczowe,prawo cywilne
442,702,69 Prawo karne procesowe,['jak powinna zachować się klientka w związku z wezwaniem przez policję na przesłuchanie w charakterze świadka?'],jak powinna zachować się klientka w związku z wezwaniem przez policję na przesłuchanie w charakterze świadka,prawo karne procesowe,prawo karne procesowe,prawo karne
443,703,91 Ustawa Kodeks pracy,"['czy pracodawca może żądać od pracownika naprawienia szkody?', 'czy pracodawca może pozbawić klienta premii?']",czy pracodawca może żądać od pracownika naprawienia szkody czy pracodawca może pozbawić klienta premii,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
444,704,91 Ustawa Kodeks pracy,"['czy zaproponowane przez pracodawcę córki klientki warunki rozwiązania umowy o pracę za porozumieniem stron są zgodne z prawem?', 'czy pracownik może ubiegać się w miesiącu  lipcu o inne stanowisko pracy u tego samego pracodawcy?']",czy zaproponowane przez pracodawcę córki klientki warunki rozwiązania umowy o pracę za porozumieniem stron są zgodne z prawem czy pracownik może ubiegać się w miesiącu lipcu o inne stanowisko pracy u tego samego pracodawcy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
445,705,"91 Ustawa Kodeks pracy, 115 Zobowiązania",['czy klient może żądać od pracodawcy odszkodowania?'],czy klient może żądać od pracodawcy odszkodowania,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
446,706,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 89 Inne - praw medyczne",['czy klientka może powołać się na klauzulę sumienia?'],czy klientka może powołać się na klauzulę sumienia,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
447,710,89 Inne - praw medyczne,"['czy wzór ankiety powinien mieć w formie nadruku treść pieczątki, jako nagłówek?', 'czy treść pieczątki jest prawidłowa?']",czy wzór ankiety powinien mieć w formie nadruku treść pieczątki jako nagłówek czy treść pieczątki jest prawidłowa,inne  praw medyczne,inne â praw medyczne,prawo medyczne
448,711,"62 Ustawa o zawodach farmaceuty, 197 Inne - praw farmaceutyczne","['czy pracodawca może zobowiązać klientkę do powrotu do pracy i podpisania zestawienia zbiorczego recept, pomimo przekazania upoważnienia innemu pracownikowi?', 'czy kolejnego kierownika apteki, powinna upoważnić klientka, czy pracownik wyznaczony w miejsce klientki?', 'czy pracodawca może zobowiązać klientkę do powrotu do pracy w czasie trwania urlopu?']",czy pracodawca może zobowiązać klientkę do powrotu do pracy i podpisania zestawienia zbiorczego recept pomimo przekazania upoważnienia innemu pracownikowi czy kolejnego kierownika apteki powinna upoważnić klientka czy pracownik wyznaczony w miejsce klientki czy pracodawca może zobowiązać klientkę do powrotu do pracy w czasie trwania urlopu,ustawa o zawodach farmaceuty,ustawa o zawodach farmaceuty,prawo farmaceutyczne
449,712,"91 Ustawa Kodeks pracy, 101 Ustawa o związkach zawodowych",['czy roszczenia byłego pracownika związku są zasadne?'],czy roszczenia byłego pracownika związku są zasadne,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
450,713,"59 Ustawa Prawo farmaceutyczne, 83 Ustawa o działalności leczniczej, 143 VAT ","['czy pacjent fundacji powinien uzyskać zapotrzebowanie, aby nabyć leki w aptece?', 'które podmioty nabywają leki na podstawie zapotrzebowania?']",czy pacjent fundacji powinien uzyskać zapotrzebowanie aby nabyć leki w aptece które podmioty nabywają leki na podstawie zapotrzebowania,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
451,714,30 Prawo gospodarcze,"['czy w nowo otwartym salonie kosmetycznym, gdzie jest tylko jedna osoba pracująca (właścicielka) musi być księgowa?', 'czy osoba, która prowadzi księgowość musi mieć uprawnienia?']",czy w nowo otwartym salonie kosmetycznym gdzie jest tylko jedna osoba pracująca właścicielka musi być księgowa czy osoba która prowadzi księgowość musi mieć uprawnienia,prawo gospodarcze,prawo administracyjne materialne,prawo administracyjne
452,716,91 Ustawa Kodeks pracy,['czy podpisanie aneksu do umowy o pracę może powodować negatywne skutki dla klienta?'],czy podpisanie aneksu do umowy o pracę może powodować negatywne skutki dla klienta,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
453,718,"74 Ustawa Kodeks karny, 79 Ustawa o zawodach lekarza i lekarza dentysty, 181 Kodeks Etyki Lekarskiej ","['w jaki sposób klientka może poinformować pacjenta o tym, że odstępuje od leczenia?', 'jeżeli klientka zdecyduje się na rozmowę telefoniczną, to czy może nagrać tą rozmowę?', 'jeżeli klientka zdecyduje się na rozmowę z pacjentem, to czy przy tej rozmowie może być obecny inny lekarz?', 'jak należy rozumieć pojęcie nieudzielenia pomocy w niebezpieczeństwie utraty życia, ciężkiego uszkodzenia ciała lub ciężkiego rozstroju zdrowia?']",w jaki sposób klientka może poinformować pacjenta o tym że odstępuje od leczenia jeżeli klientka zdecyduje się na rozmowę telefoniczną to czy może nagrać tą rozmowę jeżeli klientka zdecyduje się na rozmowę z pacjentem to czy przy tej rozmowie może być obecny inny lekarz jak należy rozumieć pojęcie nieudzielenia pomocy w niebezpieczeństwie utraty życia ciężkiego uszkodzenia ciała lub ciężkiego rozstroju zdrowia,ustawa kodeks karny,prawo karne materialne,prawo karne
454,719,114 Rzeczowe,"['czy członek wspólnoty jest zobowiązany do uiszczania zaliczki inwestycyjno-remontowej mimo, że w planie gospodarczym wspólnota na bieżący rok i następny nie planuje żadnych remontów?']",czy członek wspólnoty jest zobowiązany do uiszczania zaliczki inwestycyjnoremontowej mimo że w planie gospodarczym wspólnota na bieżący rok i następny nie planuje żadnych remontów,rzeczowe,rzeczowe,prawo cywilne
455,721,"69 Prawo karne procesowe, 77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty",['jak powinien zachować się klient w związku z wezwaniem na przesłuchanie w charakterze świadka?'],jak powinien zachować się klient w związku z wezwaniem na przesłuchanie w charakterze świadka,prawo karne procesowe,prawo karne procesowe,prawo karne
456,722,59 Ustawa Prawo farmaceutyczne,['czy e-recepta na lek narkotyczny może być zrealizowana z datą realizacji „od dnia” (z datą odroczenia)?'],czy erecepta na lek narkotyczny może być zrealizowana z datą realizacji od dnia z datą odroczenia,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
457,723,164 COVID-19,"['czy klientka będzie mogła być zwolniona z obowiązku opłacania składek ubezpieczenia społecznego za czerwiec?', 'czy klientka może skorzystać z dotacji z polskiego funduszu rozwoju?']",czy klientka będzie mogła być zwolniona z obowiązku opłacania składek ubezpieczenia społecznego za czerwiec czy klientka może skorzystać z dotacji z polskiego funduszu rozwoju,covid,covid,prawo medyczne
458,726,"69 Prawo karne procesowe, 171 Ustawa o izbach lekarskich","['czy w trakcie czynności sprawdzających, podczas przesłuchania skarżącego w charakterze świadka, może on korzystać z pomocy pełnomocnika?']",czy w trakcie czynności sprawdzających podczas przesłuchania skarżącego w charakterze świadka może on korzystać z pomocy pełnomocnika,prawo karne procesowe,prawo karne procesowe,prawo karne
459,727,91 Ustawa Kodeks pracy,['czy pracodawca może wezwać pracownika do pracy 3 dni przed końcem urlopu wypoczynkowego?'],czy pracodawca może wezwać pracownika do pracy  dni przed końcem urlopu wypoczynkowego,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
460,728,"36 Prawo konsumenckie, 115 Zobowiązania",['czy klientowi przysługuje prawo odstąpienia od umowy?'],czy klientowi przysługuje prawo odstąpienia od umowy,prawo konsumenckie,prawo administracyjne materialne,prawo administracyjne
461,729,"15 Prawo ochrony danych osobowych, 74 Ustawa Kodeks karny, 115 Zobowiązania","['czy osoba, która nie uczestniczy w rozmowie, może ją nagrywać?', 'czy klient może otrzymać refundację kosztów pełnomocnika w razie dochodzenia roszczeń z tytułu naruszenia dóbr osobistych lub wniesienia zawiadomienia o popełnieniu przestępstwa?']",czy osoba która nie uczestniczy w rozmowie może ją nagrywać czy klient może otrzymać refundację kosztów pełnomocnika w razie dochodzenia roszczeń z tytułu naruszenia dóbr osobistych lub wniesienia zawiadomienia o popełnieniu przestępstwa,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
462,731,"59 Ustawa Prawo farmaceutyczne, 197 Inne - praw farmaceutyczne",['czy apteka może wystawić fakturę na środki ochrony osobistej sklepowi spożywczemu?'],czy apteka może wystawić fakturę na środki ochrony osobistej sklepowi spożywczemu,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
463,732,77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta,"['w jaki sposób klientka powinna się ustosunkować do skargi pacjentki?', 'jakie kroki może podjąć pacjentka względem podmiotu?']",w jaki sposób klientka powinna się ustosunkować do skargi pacjentki jakie kroki może podjąć pacjentka względem podmiotu,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
464,733,"91 Ustawa Kodeks pracy, 105 Ustawa o szczególnych zasadach rozwiązywania z pracownikami stosunków pracy z przyczyn niedotyczącyc",['czy przebywając na świadczeniu rehabilitacyjnym w przypadku likwidacji zakładu pracy przysługuje odprawa?'],czy przebywając na świadczeniu rehabilitacyjnym w przypadku likwidacji zakładu pracy przysługuje odprawa,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
465,734,"112 Prawo cywilne procesowe, 115 Zobowiązania","['w  jaki sposób klientka może zabezpieczyć się, by terminowo otrzymać pozostałą część ceny pochodzącą z kredytu bankowego udzielonego kupującemu?']",w jaki sposób klientka może zabezpieczyć się by terminowo otrzymać pozostałą część ceny pochodzącą z kredytu bankowego udzielonego kupującemu,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
466,736,31 Prawo rolne,"['czy, aby uznać daną osobę za rolnika indywidualnego, koniecznym jest zamieszkiwanie przez tę osobę w gminie, w której znajduje się gospodarstwo rolne, przez okres ostatnich 5 lat?', 'jeżeli odpowiedź na pierwsze pytanie jest twierdząca, w jaki sposób można uzyskać zgodę  dyrektora generalnego krajowego ośrodka wsparcia rolnictwa na sprzedaż gruntów rolnych?']",czy aby uznać daną osobę za rolnika indywidualnego koniecznym jest zamieszkiwanie przez tę osobę w gminie w której znajduje się gospodarstwo rolne przez okres ostatnich  lat jeżeli odpowiedź na pierwsze pytanie jest twierdząca w jaki sposób można uzyskać zgodę dyrektora generalnego krajowego ośrodka wsparcia rolnictwa na sprzedaż gruntów rolnych,prawo rolne,prawo administracyjne materialne,prawo administracyjne
467,737,197 Inne - praw farmaceutyczne,['czy refundacja leku zostanie cofnięta?'],czy refundacja leku zostanie cofnięta,inne  praw farmaceutyczne,inne  praw farmaceutyczne,prawo farmaceutyczne
468,738,"114 Rzeczowe, 115 Zobowiązania","['czy wspólnota mieszkaniowa może pobierać opłaty na utrzymanie garażu, mimo iż klient z niego nie korzysta?']",czy wspólnota mieszkaniowa może pobierać opłaty na utrzymanie garażu mimo iż klient z niego nie korzysta,rzeczowe,rzeczowe,prawo cywilne
469,739,116 Spadkowe,['czy postępowanie spadkowe może zostać przeprowadzone przed notariuszem?'],czy postępowanie spadkowe może zostać przeprowadzone przed notariuszem,spadkowe,spadkowe,prawo cywilne
470,740,91 Ustawa Kodeks pracy,['ile razy w ciągu miesiąca pracodawca może w oparciu o powszechnie obowiązujące przepisy prawa pracy zmieniać grafik/harmonogram pracy?'],ile razy w ciągu miesiąca pracodawca może w oparciu o powszechnie obowiązujące przepisy prawa pracy zmieniać grafikharmonogram pracy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
471,742,"36 Prawo konsumenckie, 115 Zobowiązania","['czy błędne dane wpływają na ważność umowy?', 'czy przy dokonaniu zakupu poprzez innego pośrednika klient będzie musiał zapłacić karę umowną?']",czy błędne dane wpływają na ważność umowy czy przy dokonaniu zakupu poprzez innego pośrednika klient będzie musiał zapłacić karę umowną,prawo konsumenckie,prawo administracyjne materialne,prawo administracyjne
472,744,"15 Prawo ochrony danych osobowych, 115 Zobowiązania, 122 umowa zlecenie","['czy pomimo rozwiązania umowy zlecenia, administrator będzie zobowiązany do dokonania rozliczenia zimnej wody za miesiąc grudzień (kiedy umowa zlecenia obowiązywała) w lutym (to znaczy po jej rozwiązaniu)?', 'czy administrator nieruchomości może przetwarzać dane osobowe członków wspólnoty po rozwiązaniu umowy?']",czy pomimo rozwiązania umowy zlecenia administrator będzie zobowiązany do dokonania rozliczenia zimnej wody za miesiąc grudzień kiedy umowa zlecenia obowiązywała w lutym to znaczy po jej rozwiązaniu czy administrator nieruchomości może przetwarzać dane osobowe członków wspólnoty po rozwiązaniu umowy,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
473,745,"79 Ustawa o zawodach lekarza i lekarza dentysty, 181 Kodeks Etyki Lekarskiej ","['czy klient może odmówić pacjentowi leczenia stomatologicznego, w przypadku gdy ten w ciągu ostatnich 14 dni wrócił z zagranicy?']",czy klient może odmówić pacjentowi leczenia stomatologicznego w przypadku gdy ten w ciągu ostatnich  dni wrócił z zagranicy,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
474,747,"59 Ustawa Prawo farmaceutyczne, 197 Inne - praw farmaceutyczne",['czy recepty elektroniczne na leki narkotyczne lub odurzające mogą być zrealizowane w terminie zaczynającym się od daty realizacji recepty?'],czy recepty elektroniczne na leki narkotyczne lub odurzające mogą być zrealizowane w terminie zaczynającym się od daty realizacji recepty,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
475,748,"47 Administracja gminna, 187 Inne - praw podatkowe","['czy w przypadku śmierci jednego z właścicieli nieruchomości, drugi z właścicieli powinien złożyć deklarację śmieciową?', 'czy nadpłata dokonana przez jednego z właścicieli automatycznie przechodzi na konto drugiego?']",czy w przypadku śmierci jednego z właścicieli nieruchomości drugi z właścicieli powinien złożyć deklarację śmieciową czy nadpłata dokonana przez jednego z właścicieli automatycznie przechodzi na konto drugiego,administracja gminna,prawo administracyjne ustrojowe,prawo administracyjne
476,749,"69 Prawo karne procesowe, 74 Ustawa Kodeks karny","['czy od skazującego wyroku w pierwszej instancji (sąd okręgowy) przysługuje możliwość odwołania się? w jakim terminie?', 'czy w przypadku wyroku skazującego na karę pozbawienia wolności sąd bezpośrednio po ogłoszeniu wyroku zarządza doprowadzenie skazanego do zakładu karnego?']",czy od skazującego wyroku w pierwszej instancji sąd okręgowy przysługuje możliwość odwołania się w jakim terminie czy w przypadku wyroku skazującego na karę pozbawienia wolności sąd bezpośrednio po ogłoszeniu wyroku zarządza doprowadzenie skazanego do zakładu karnego,prawo karne procesowe,prawo karne procesowe,prawo karne
477,750,"79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania",['co może zrobić klient w przedstawionej sytuacji?'],co może zrobić klient w przedstawionej sytuacji,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
478,751,"79 Ustawa o zawodach lekarza i lekarza dentysty, 83 Ustawa o działalności leczniczej, 181 Kodeks Etyki Lekarskiej ",['czy aby wykonywać zabiegi z zakresu medycyny estetycznej np. wstrzykiwanie toksyny botulinowej w ramach współpracy z podmiotem prowadzonym przez kosmetologa - klientce wystarczy posiadanie prawa wykonywania zawodu lekarza na stażu podyplomowym?'],czy aby wykonywać zabiegi z zakresu medycyny estetycznej np wstrzykiwanie toksyny botulinowej w ramach współpracy z podmiotem prowadzonym przez kosmetologa  klientce wystarczy posiadanie prawa wykonywania zawodu lekarza na stażu podyplomowym,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
479,752,"26 Prawo wojskowe, 109 Inne - praw pracy",['ile dni urlopu szkoleniowego przysługuje klientce?'],ile dni urlopu szkoleniowego przysługuje klientce,prawo wojskowe,prawo administracyjne materialne,prawo administracyjne
480,755,"36 Prawo konsumenckie, 115 Zobowiązania",['co może zrobić klient w przedmiotowej sprawie?'],co może zrobić klient w przedmiotowej sprawie,prawo konsumenckie,prawo administracyjne materialne,prawo administracyjne
481,756,91 Ustawa Kodeks pracy,['czy klient może żądać zmniejszenia wymiaru czasu pracy?'],czy klient może żądać zmniejszenia wymiaru czasu pracy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
482,757,"112 Prawo cywilne procesowe, 115 Zobowiązania, 130 Inne umowy nienazwane","['czy teściowa klientki może być stroną dwóch umów o dożywocie?', 'jak klientka może uzyskać mieszkanie od teściowej zanim zakończy się postępowanie dotyczące ubezwłasnowolnienia?']",czy teściowa klientki może być stroną dwóch umów o dożywocie jak klientka może uzyskać mieszkanie od teściowej zanim zakończy się postępowanie dotyczące ubezwłasnowolnienia,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
483,759,"79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania","['czy klient może zostać pociągnięty do odpowiedzialności, w przypadku zasądzenia odszkodowania na rzecz rodziny zmarłego pacjenta?']",czy klient może zostać pociągnięty do odpowiedzialności w przypadku zasądzenia odszkodowania na rzecz rodziny zmarłego pacjenta,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
484,760,"89 Inne - praw medyczne, 164 COVID-19",['czy stanowisko nfz jest prawidłowe?'],czy stanowisko nfz jest prawidłowe,inne  praw medyczne,inne â praw medyczne,prawo medyczne
485,761,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 83 Ustawa o działalności leczniczej",['gdzie powinna zostać przekazana dokumentacja medyczna po zamknięciu niepublicznego zakładu opieki zdrowotnej?'],gdzie powinna zostać przekazana dokumentacja medyczna po zamknięciu niepublicznego zakładu opieki zdrowotnej,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
486,762,"74 Ustawa Kodeks karny, 112 Prawo cywilne procesowe",['jak kreują się obowiązki pracodawcy wobec komornika?'],jak kreują się obowiązki pracodawcy wobec komornika,ustawa kodeks karny,prawo karne materialne,prawo karne
487,765,79 Ustawa o zawodach lekarza i lekarza dentysty,['czy klient może podjąć drugą rezydenturę po zakończeniu pierwszej?'],czy klient może podjąć drugą rezydenturę po zakończeniu pierwszej,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
488,768,"59 Ustawa Prawo farmaceutyczne, 79 Ustawa o zawodach lekarza i lekarza dentysty, 81 Ustawa o zawodach pielęgniarki i położnej, 179 Ustawa o izbach aptekarskich","['czy farmaceuta ze specjalizacją farmacja kliniczna może pracować na oddziale w podmiocie leczniczym?', 'czy farmaceuci przed wybraniem specjalizacji farmacja kliniczna mogą odbyć praktykę w podmiocie leczniczym?']",czy farmaceuta ze specjalizacją farmacja kliniczna może pracować na oddziale w podmiocie leczniczym czy farmaceuci przed wybraniem specjalizacji farmacja kliniczna mogą odbyć praktykę w podmiocie leczniczym,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
489,769,69 Prawo karne procesowe,"['czy stawiennictwo klientki na policji, w związku z wezwaniem na przesłuchanie w charakterze świadka, stanowi wyjście z pracy w celach prywatnych?']",czy stawiennictwo klientki na policji w związku z wezwaniem na przesłuchanie w charakterze świadka stanowi wyjście z pracy w celach prywatnych,prawo karne procesowe,prawo karne procesowe,prawo karne
490,770,164 COVID-19,"['czy jeśli w aptece jest szyba, która osłania farmaceutów, to czy muszą oni nosić maseczki lub przyłbice?']",czy jeśli w aptece jest szyba która osłania farmaceutów to czy muszą oni nosić maseczki lub przyłbice,covid,covid,prawo medyczne
491,771,114 Rzeczowe,"['czy właściciel strychu, chcąc zaadaptować go na cele mieszkalne potrzebuje zgody wspólnoty mieszkaniowej w formie uchwały?']",czy właściciel strychu chcąc zaadaptować go na cele mieszkalne potrzebuje zgody wspólnoty mieszkaniowej w formie uchwały,rzeczowe,rzeczowe,prawo cywilne
492,772,"89 Inne - praw medyczne, 91 Ustawa Kodeks pracy","['do jakiej kwoty klientka powinna się ubezpieczyć?', 'czy ubezpieczenie klientki powinno obejmować naruszenia praw pacjentów?', 'czy w przypadku umowy cywilnoprawnej (zlecenia) konieczne jest przejście badań lekarskich?']",do jakiej kwoty klientka powinna się ubezpieczyć czy ubezpieczenie klientki powinno obejmować naruszenia praw pacjentów czy w przypadku umowy cywilnoprawnej zlecenia konieczne jest przejście badań lekarskich,inne  praw medyczne,inne â praw medyczne,prawo medyczne
493,773,"91 Ustawa Kodeks pracy, 164 COVID-19",['czy klient zobowiązany jest stosować się do polecenia pracodawcy?'],czy klient zobowiązany jest stosować się do polecenia pracodawcy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
494,775,"59 Ustawa Prawo farmaceutyczne, 197 Inne - praw farmaceutyczne","['czy każdy lek podlega serializacji?', 'jakie są konsekwencje niezeskanowania leku przed jego wydaniem?']",czy każdy lek podlega serializacji jakie są konsekwencje niezeskanowania leku przed jego wydaniem,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
495,778,143 VAT ,"['czy klient może odzyskać vat w przypadku, gdy jego przedsiębiorstwo nie generuje przychodu?']",czy klient może odzyskać vat w przypadku gdy jego przedsiębiorstwo nie generuje przychodu,vat,podatki poĺrednie,prawo podatkowe
496,780,"59 Ustawa Prawo farmaceutyczne, 115 Zobowiązania, 120 umowa sprzedaży",['co może zrobić klientka w niniejszej sytuacji?'],co może zrobić klientka w niniejszej sytuacji,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
497,782,114 Rzeczowe,"['czy mama klientki musi powiadomić zarząd wspólnoty mieszkaniowej o remoncie centralnego ogrzewania w swoim mieszkaniu (grzejnika)?', 'czy po skończeniu remontu członkowie zarządu mają prawo wejść do mieszkania w celu weryfikacji przeprowadzonych robót?']",czy mama klientki musi powiadomić zarząd wspólnoty mieszkaniowej o remoncie centralnego ogrzewania w swoim mieszkaniu grzejnika czy po skończeniu remontu członkowie zarządu mają prawo wejść do mieszkania w celu weryfikacji przeprowadzonych robót,rzeczowe,rzeczowe,prawo cywilne
498,784,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy, 164 COVID-19",['czy pracodawca może oddelegować lekarza rezydenta do pracy na sor-ze?'],czy pracodawca może oddelegować lekarza rezydenta do pracy na sorze,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
499,785,91 Ustawa Kodeks pracy,['czy klientka może podważyć wypowiedzenie warunków pracy?'],czy klientka może podważyć wypowiedzenie warunków pracy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
500,787,"59 Ustawa Prawo farmaceutyczne, 197 Inne - praw farmaceutyczne","['czy klient może sporządzić lek, mimo że wskazana przez lekarza na recepcie ilość substancji przekracza dawkę maksymalną?', 'czy zamiast „12 gramów fosforanu kodeiny” prawidłowym zapisem byłoby „dwanaście gramów fosforanu kodeiny”?', 'czy zamiast „s:3x1”, w recepcie powinien znajdować się zapis: „s: 3 x 1 proszek”?', 'czy istnieje możliwość wydania podwójnej ilości leku recepturowego z grupy n ii (40 proszków)?']",czy klient może sporządzić lek mimo że wskazana przez lekarza na recepcie ilość substancji przekracza dawkę maksymalną czy zamiast  gramów fosforanu kodeiny prawidłowym zapisem byłoby dwanaście gramów fosforanu kodeiny czy zamiast sx w recepcie powinien znajdować się zapis s  x  proszek czy istnieje możliwość wydania podwójnej ilości leku recepturowego z grupy n ii  proszków,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
501,788,91 Ustawa Kodeks pracy,"['w jaki sposób pracodawca powinien zrekompensować pracownikowi dzień ustawowo wolny od pracy przypadający w sobotę, tj. dnia 15 sierpnia 2020 r.?']",w jaki sposób pracodawca powinien zrekompensować pracownikowi dzień ustawowo wolny od pracy przypadający w sobotę tj dnia  sierpnia  r,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
502,789,"91 Ustawa Kodeks pracy, 107 Ustawa o minimalnym wynagrodzeniu za pracę",['czy klientowi należy się w przedmiotowej sprawie należy się wynagrodzenie?'],czy klientowi należy się w przedmiotowej sprawie należy się wynagrodzenie,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
503,790,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy, 164 COVID-19","['czy lekarz odbywający szkolenie specjalizacyjne z dziedziny ginekologii może zostać skierowany do pracy przy zwalczaniu epidemii?', 'kto może skierować lekarza rezydenta do pracy przy zwalczaniu epidemii?']",czy lekarz odbywający szkolenie specjalizacyjne z dziedziny ginekologii może zostać skierowany do pracy przy zwalczaniu epidemii kto może skierować lekarza rezydenta do pracy przy zwalczaniu epidemii,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
504,791,91 Ustawa Kodeks pracy,"['czy w związku z zajściem w ciążę, umowa pracownicy zostanie automatycznie przekształcona  w umowę na czas nieokreślony?']",czy w związku z zajściem w ciążę umowa pracownicy zostanie automatycznie przekształcona w umowę na czas nieokreślony,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
505,792,"69 Prawo karne procesowe, 74 Ustawa Kodeks karny",['jak klientka ma się zachować w związku z wezwaniem na przesłuchanie w charakterze świadka?'],jak klientka ma się zachować w związku z wezwaniem na przesłuchanie w charakterze świadka,prawo karne procesowe,prawo karne procesowe,prawo karne
506,793,"91 Ustawa Kodeks pracy, 164 COVID-19",['kiedy lekarz może odmówić delegowania do walki z koronawirusem?'],kiedy lekarz może odmówić delegowania do walki z koronawirusem,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
507,796,"69 Prawo karne procesowe, 77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty",['jak klient ma się zachować w związku z wezwaniem na przesłuchanie w charakterze świadka?'],jak klient ma się zachować w związku z wezwaniem na przesłuchanie w charakterze świadka,prawo karne procesowe,prawo karne procesowe,prawo karne
508,797,"79 Ustawa o zawodach lekarza i lekarza dentysty, 83 Ustawa o działalności leczniczej, 115 Zobowiązania","['czy klient jest zobowiązany do zapłaty całej kwoty na rzecz szpitala w przedmiotowej sprawie?', 'czy ugoda zawarta pomiędzy szpitalem a klientem jest bezwzględnie wiążąca?']",czy klient jest zobowiązany do zapłaty całej kwoty na rzecz szpitala w przedmiotowej sprawie czy ugoda zawarta pomiędzy szpitalem a klientem jest bezwzględnie wiążąca,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
