text_full;label_high;;;;;
jakie przepisy prawne określają wymogi sanitarne związane z transportem i przechowywaniem suplementów diety jakie inne obowiązki pod kątem sanitarnym przedsiębiorca musi spełniać chcąc prowadzić działalność wysyłkową suplementów;prawo miädzynarodowe;;;;;
w jaki sposób klientka powinna oznaczać suplementy diety sprowadzane spoza unii europejskiej jaki akt prawny reguluje maksymalne dopuszczalne limity substancji w suplementach diety;prawo miädzynarodowe;;;;;
czy pracodawca może polecić klientce pracę w innym szpitalu czy pracodawca może polecić klientce pracę na innym oddziale;prawo medyczne;;;;;
czy klient może nie wyrazić zgody na skierowanie go do pracy na oddziale dla pacjentów chorych na covid;prawo pracy;;;;;
czy klientowi przysługuje dodatek za pracę w jednym miejscu na podstawie rozporządzenia ministra zdrowia z dnia  kwietnia  r w sprawie standardów w zakresie ograniczeń przy udzielaniu świadczeń opieki zdrowotnej pacjentom innym niż z podejrzeniem lub zakażeniem wirusem sarscov przez osoby wykonujące zawód medyczny mające bezpośredni kontakt z pacjentami z podejrzeniem lub zakażeniem tym wirusem;prawo medyczne;;;;;
co klient powinien zrobić w przedstawionej sytuacji czy polisa klienta obejmuje rekomendację pełnomocnika oraz refundację jego kosztów w tej sprawie;prawo cywilne;;;;;
czy klientka może nagrywać wizytę pacjenta w gabinecie;prawo karne;;;;;
czy influvactetra można zapisać letniemu dziecku;prawo medyczne;;;;;
czy dyrektor szpitala może przenieść klientkę do pracy na inny oddział na okres trzech miesięcy;prawo medyczne;;;;;
jakie są kryteria wypłacania świadczeń z zakładowego funduszu socjalnego czy świadczenie musi być równe;prawo pracy;;;;;
czy lekarz zatrudniony na podstawie umowy o pracę może być oddelegowany przez pracodawcę do pracy z pacjentami z potwierdzoną infekcją covid w ramach placówki gdzie jest zatrudniony czy wszyscy lekarze wszystkie specjalizacje mogą być oddelegowani przez dyrektora do pracy na innym oddziale;prawo pracy;;;;;
czy apteka powinna złożyć sprawozdanie za  rok mimo że w tym okresie nie wytworzyła żadnych odpadów;prawo farmaceutyczne;;;;;
czy klient może w czasie kwarantanny podjąć pracę zdalną i udzielać pacjentom teleporad;prawo medyczne;;;;;
czy pracodawca może nie przedłużyć klientce umowy o pracę czy list intencyjny ma znaczenie w niniejszej sprawie;prawo pracy;;;;;
w jaki sposób klientka może kupić nieruchomość wraz z możliwością korzystania z drogi dojazdowej oraz możliwością pociągnięcia mediów;prawo administracyjne;;;;;
czy dodatkowe dni urlopowe z tytułu umiarkowanego stopnia niepełnosprawności należy wykorzystać w tym samym roku w którym urlop nabyto czy urlop ten można wykorzystać w następnym roku czy osoba która w tym samym roku kalendarzowym została zdyskwalifikowana z grupy umiarkowanego stopnia niepełnosprawności a następnie została do tej grupy zakwalifikowana musi przepracować jeden rok kalendarzowy aby nabyć dodatkowe  dni urlopu wypoczynkowego;prawo pracy;;;;;
czy pracodawca może różnicować wysokość świadczeń z zakładowego funduszu świadczeń socjalnych w zależności od wysokości dokonanego odpisu na ten fundusz;prawo pracy;;;;;
co należy zrobić w przedstawionych okolicznościach;prawo medyczne;;;;;
czy influvac tetra można zapisać letniemu dziecku z refundacją;prawo farmaceutyczne;;;;;
ile przerw na karmienie piersią przysługuje klientce i ile czasu mają trwać w przypadku gdyby klientka pracowała na pół etatu po  godziny dziennie ile przerw na karmienie piersią przysługuje klientce i ile czasu mają trwać w przypadku gdyby klientka pracowała na  etatu po  godzin dziennie czy praca w systemie równoważnego czasu pracy wpływa na ilość i długość przerw na karmienie piersią jeżeli klientce przysługiwałaby tylko jedna przerwa na karmienie piersią to ile minimalnie musiałaby pracować aby mieć do dyspozycji dwie przerwy po  minut;prawo pracy;;;;;
czy apteka w czasie godzin dla seniora może obsługiwać również klientów którzy nie są seniorami oraz czy ustawodawca przewiduje kary za nieprzestrzeganie godzin dla seniora;prawo karne;;;;;
czy sklep może odmówić sprzedaży towarów osobom niezakrywającym nosa i ust;prawo karne;;;;;
czy lekarz który nie jest zatrudniony może zostać skierowany do pracy przy zwalczaniu epidemii przez wojewodę na jakiej podstawie pracodawca może oddelegować osobę zatrudnioną w podmiocie leczniczym do pracy przy zwalczaniu epidemii;prawo medyczne;;;;;
czy szkolenie organizowane przez pracodawcę może się odbyć;prawo medyczne;;;;;
czy umowa o pracę na czas określony ulega przedłużeniu na czas trwania izolacji domowej;prawo pracy;;;;;
czy nieruchomość jest obciążona hipoteką lub innymi prawami osób trzecich co oznacza wpis dotyczący migracji w dziale iv księgi wieczystej;prawo cywilne;;;;;
czy pracodawca mógł nakazać klientce pracę polegającą na pomocy pielęgniarskiej;prawo pracy;;;;;
czy lekarz specjalista musi być obecny fizycznie podczas konsultacji na prośbę lekarza rezydenta czy szpital może nakazać pracę lekarzom ponad  h w tygodniu bez podpisania klauzuli optout z jakim wyprzedzeniem lekarz musi dowiedzieć się że będzie pełnił dyżur;prawo medyczne;;;;;
na jakiej podstawie prawnej zostały wprowadzone ograniczenia dotyczące wesel jakie grożą sankcje wymierzone przez inspektora sanitarnego za nieprzestrzeganie ograniczeń na weselu;prawo medyczne;;;;;
czy dyrekcja szpitala może wyznaczyć klientce dyżur podczas obowiązkowego stażu zewnętrznego czy lekarz awaryjny musi być w gotowości cały miesiąc czy lekarz specjalista zatrudniony na  etatu może być zobowiązany przez pracodawcę do pracy na innym oddziale;prawo medyczne;;;;;
czy na podstawie ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi można egzekwować obowiązek noszenia maseczki;prawo karne;;;;;
czy szkolenie organizowane przez pracodawcę może się odbyć termin szkolenia został wyznaczony na przyszły tydzień;prawo medyczne;;;;;
jakiej wysokości podatek powinna zapłacić klientka w niniejszej sytuacji;prawo podatkowe;;;;;
czy możliwa jest modyfikacja sytuacji pracownika znajdującego się w trakcie okresu wypowiedzenia przez wprowadzenie przepisów prawa powszechnie obowiązującego;prawo pracy;;;;;
jak klientka powinna zachować się w związku z roszczeniami pacjentki;prawo medyczne;;;;;
czy pracownikowi przysługuje urlop szkoleniowy w wymiarze  dni;prawo pracy;;;;;
w jaki sposób dokonać przepisania udziału męża klientki we własności nieruchomości na dzieci klientki w jaki sposób klientka może przejąć dług męża;prawo cywilne;;;;;
w jaki sposób klientka może dowiedzieć się o stanie swojej sprawy rozwodowej;prawo cywilne;;;;;
czy w związku z wprowadzeniem stanu epidemii pracodawca może oddelegować rezydenta pediatrii na oddział internistyczny który nie jest dedykowany dla pacjentów chorych na covid;prawo medyczne;;;;;
w jaki sposób zgłosić zaniedbanie lekarza;prawo karne;;;;;
jakie kroki może podjąć klientka aby bank odblokował jej środki znajdujące się na rachunku bankowym;prawo cywilne;;;;;
czy dodatkowy urlop wypoczynkowy dla osób niepełnosprawnych w razie niewykorzystania przechodzi na następny rok;prawo pracy;;;;;
czy klientka może zostać oddelegowana do pracy na innym oddziale;prawo pracy;;;;;
czy klientka może nie zgodzić się na nagrywanie wizyty czy klientka może odmówić leczenia w przypadku gdy pacjent odmówi wyłączenia kamery czy honorowy dawca krwi powinien zostać przyjęty przez lekarza bez kolejki;prawo karne;;;;;
czy pracodawca może zobowiązać pracownika do wykonywania testu na covid raz w tygodniu;prawo pracy;;;;;
co może zrobić apteka gdy pacjent złoży skargę na aptekę w związku z tym że nie było w niej szczepionek czy apteka może tworzyć listy oczekujących na szczepionki czy apteka może pobierać od pacjentów dane osobowe w celu stworzenia listy oczekujących co może zrobić apteka w sytuacji gdy w aptece nie będzie konkretnego typu leków a pacjentowi będzie kończyć się okres na jaki zostanie wystawiona recepta;prawo administracyjne;;;;;
czy w przedstawionych okolicznościach pracodawca będzie miał roszczenie do klienta o zwrot pieniędzy;prawo pracy;;;;;
czy klientka jest zobowiązana do zapłaty kwoty żądanej przez narodowy fundusz zdrowia;prawo medyczne;;;;;
co będzie w przypadku jeśli wspólnota mieszkaniowa odmówi usługodawcy udostępnienia nieruchomości;prawo administracyjne;;;;;
czy decyzja ubezpieczyciela jest zasadna;prawo cywilne;;;;;
czy w związku z powstaniem szpitala jednoimiennego klientka będzie mogła w nim pełnić dyżury medyczne i jednocześnie uczęszczać na staż do innej jednostki szpitala;prawo medyczne;;;;;
czy pracodawca bez uprzedniej zgody pracownika może wprowadzić zmianę systemu pracy jeżeli został on określony w umowie o pracę;prawo pracy;;;;;
jaki termin wypowiedzenia umowy o pracę obowiązuje klienta;prawo pracy;;;;;
czy klientka może być skierowana do zwalczania epidemii decyzją wojewody;prawo medyczne;;;;;
jak klient może zachować się w związku z odmowną decyzją w przedmiocie wypłaty odszkodowania;prawo cywilne;;;;;
czy w przypadku zatrudnienia na umowę o pracę w niepełnym wymiarze godzin pracownikowi należy się urlop okolicznościowy z powodu ślubu i pogrzebu;prawo pracy;;;;;
czy data umiejscowiona na blistrze może być uznana za datę zdatności suplementu diety do spożycia;prawo miädzynarodowe;;;;;
czy pracodawca może zobowiązać klientkę do pełnienia dyżurów samodzielnych w zakresie przekraczającym liczbę godzin jaką przewiduje program specjalizacji czy klientka mimo zgody kierownika specjalizacji która nie czuje się gotowa na pełnienie dyżurów samodzielnie może odmówić ich pełnienia;prawo medyczne;;;;;
czy klientowi przysługuje refundacja kosztów pełnomocnika;prawo karne;;;;;
czy klient jest zobowiązany do zainstalowania aplikacji służącej potwierdzeniu realizacji obowiązku przestrzegania kwarantanny czy od obowiązku izolacji w warunkach domowych zostały przewidziane wyjątki;prawo medyczne;;;;;
czy polisa klientki obejmuje szkody powstałe w związku z wykonywaniem innych niż do tej pory obowiązków w szpitalu;tu interpolska;;;;;
czy hurtownia farmaceutyczna może dokonać zwrotu produktu leczniczego do dostawcy;prawo farmaceutyczne;;;;;
czy od zakazu poruszania się dla osób do  roku życia przewidziane są wyjątki;prawo medyczne;;;;;
czym jest instytucja interwenienta ubocznego;prawo cywilne;;;;;
czy pracodawca ma możliwość udzielenia pracownikowi zatrudnionemu na podstawie umowy o pracę zaległego urlopu wypoczynkowego bez jego zgody jak kształtuje się kwestia urlopu dla członków zarządu zatrudnionych na podstawie umowy o pracę jaki będzie wymiar urlopu dla pracownika zatrudnionego na podstawie umowy o pracę w wymiarze  etatu;prawo pracy;;;;;
czy apteka może odmówić sprzedaży towarów osobom niezakrywającym nosa i ust;prawo karne;;;;;
czy klientka może zażądać podziału majątku czy klientka odziedziczy majątek po byłym mężu czy klientka powinna złożyć do urzędu gminy wniosek dotyczący zapłaty podatku za nieruchomość czy klientka ma obowiązek powiadomić notariusza o podjętej decyzji;prawo cywilne;;;;;
czy klientka może korzystać z pełnomocnika podczas przesłuchania przez rzecznika odpowiedzialności zawodowej czy odmowa udziału pełnomocnika w przesłuchaniu świadka była uzasadniona;prawo karne;;;;;
czy klient podczas kwarantanny może wykonywać pracę zdalną na rzecz przychodni w której jest zatrudniony;prawo pracy;;;;;
jak przedstawia się procedura dotycząca ruchomości pozostawionych w lokalu po eksmisji dłużnika jakie koszty związane z egzekucją może ponieś klientka;prawo cywilne;;;;;
do czyich obowiązków należy wypełnienie karty zgonu na jakiej podstawie należy wypełnić kartę zgonu czy możliwe jest wystawienie karty zgonu na podstawie pisemnej notatki otrzymanej od innego lekarza;prawo medyczne;;;;;
czy pracodawca mógł zmienić wymiaru czasu pracy klientki na  etatu bez złożenia wypowiedzenia zmieniającego albo podpisania porozumienia zmieniającego w jaki sposób klientka może odwołać się od treści świadectwa pracy;prawo pracy;;;;;
czy lekarz stażysta może dodatkowo podjąć pracę na podstawie umowę zlecenie u innego pracodawcy przy pobieraniu wymazów na covid;prawo medyczne;;;;;
czy zarządca ma obowiązek udzielania firmom ubezpieczającym informacji dotyczących sprawcy szkody;prawo cywilne;;;;;
czy klientka może pracować w innych miejscach;prawo medyczne;;;;;
czy postępowanie dotyczące ubezwłasnowolnienia może zakończyć na pierwszej rozprawie czy możliwy jest zakres opiekikurateli nad ubezwłasnowolnionym gdzie osoba powołana członek rodziny zarządzałaby wyłącznie majątkiem ubezwłasnowolnionego czy pełnomocnik procesowy członek rodziny osoby mającej być ubezwłasnowolnioną może zostać jej opiekunemkuratorem;prawo cywilne;;;;;
co może zrobić klientka aby zminimalizować koszty zatrudnienia pracownika przez okres wypowiedzenia;prawo pracy;;;;;
czy w razie gdyby test męża klientki wyszedł pozytywny to czy klientka będzie obowiązana do odbycia kwarantanny razem z nim;prawo medyczne;;;;;
w jaki sposób wspólnota mieszkaniowa może uchronić się przed ewentualnymi roszczeniami przyszłych nabywców części współwłasności nieruchomości garażowej;prawo cywilne;;;;;
czy klientka bez pisemnej zgody pacjentki może wydać dokumentację medyczną obecnemu lekarzowi prowadzącemu czy klientka może udostępnić dokumentację medyczną drogą mailową;prawo medyczne;;;;;
czy umowę najmu lokalu użytkowego należy zarejestrować w urzędzie skarbowym;prawo cywilne;;;;;
czy podczas izolacji w warunkach domowych klient może wykonywać pracę zdalną na rzecz przychodni;prawo pracy;;;;;
czy obecnie pracodawca ma możliwość wydania klientce polecenia dotyczącego pełnienia samodzielnego dyżuru medycznego na innym oddziale podmiotu leczniczego;prawo medyczne;;;;;
jaki jest obecny status klienta czy przebywa on na kwarantannieizolacji domowej;prawo medyczne;;;;;
czy w zaistniałych okolicznościach polisa klientki obowiązuje czy wciąż ubezpieczyciel mógł wypłacić wyłącznie  odszkodowania;prawo cywilne;;;;;
czy w przypadku gdy pacjentka nie jest ubezwłasnowolniona syn pacjentki może podejmować za nią decyzje w zakresie prowadzenia leczenia;prawo medyczne;;;;;
jakie koszty wiążą się z dokonaniem darowizny udziału w nieruchomości przez byłego męża klientki;prawo cywilne;;;;;
czy wojewoda może oddelegować pielęgniarkę do pracy przy zwalczaniu epidemii;prawo medyczne;;;;;
czy klient mógł zostać skierowany do pracy w transporcie medycznym;prawo medyczne;;;;;
czy koleżanka klientki jest zobowiązana do spłaty długu;prawo cywilne;;;;;
czy ojciec klientki może być jej pełnomocnikiem czy pełnomocnictwo musi mieć formę aktu notarialnego;prawo cywilne;;;;;
czy klientka mogłaby zostać skierowana do pracy na innym oddziale który nie jest związany z jej specjalizacją i umiejętnościami czy w razie skierowania klientki na oddział niezwiązany z jej specjalizacją i umiejętnościami ponosi ona jakąkolwiek odpowiedzialność prawną karną cywilną dyscyplinarną czy umownie mogłaby być zwolniona z odpowiedzialności czy w razie skierowania klientki na oddział wykraczający poza jej specjalizację i umiejętności może ona natychmiastowo rozwiązać umowę;prawo karne;;;;;
jak w zaistniałych okolicznościach ma zachować się lekarz rezydent;prawo medyczne;;;;;
na jakich warunkach klientka może wykonywać swoją pracę zdalnie;prawo medyczne;;;;;
czy osoba przebywająca na urlopie wychowawczym jest w dalszym ciągu traktowana jako członek związku zawodowego;prawo pracy;;;;;
czy klient jest zobowiązany do zainstalowania aplikacji służącej potwierdzeniu realizacji obowiązku przestrzegania kwarantanny;prawo medyczne;;;;;
czy klient powinien wypuścić pacjenta z izby wytrzeźwień gdy ten mówi zabije się jak stąd wyjdę oraz czy ponosiłby ewentualną odpowiedzialność;prawo karne;;;;;
czy wypowiedzenie złożone drogą mailową jest skuteczne czy pracodawca ma obowiązek poinformowania klientki o otrzymaniu wypowiedzenia;prawo pracy;;;;;
co należy zrobić w przedstawionych okolicznościach;prawo karne;;;;;
czy lekarz stażysta skierowany do pracy przy zwalczaniu epidemii który ukończył staż podyplomowy i nie uzyskał prawa wykonywania zawodu lekarza z powodu niezłożenia z wynikiem pozytywnym lek albo ldek jest uznawany za lekarza w trakcie stażu podyplomowego i wykonuje zawód na podstawie prawa wykonywania zawodu o którym mowa w art  ust  ustawy o zawodzie lekarza i lekarza dentysty czy powyższe następuje z mocy ustawy i dotyczy również ww lekarzy skierowanych do pracy przy zwalczaniu epidemii decyzją pracodawcy;prawo medyczne;;;;;
czy grafik ułożony przez pracodawcę narusza przepisy prawa;prawo pracy;;;;;
czy klient powinien zarejestrować podmiot leczniczy aby móc zatrudniać innych fizjoterapeutów;prawo medyczne;;;;;
czy klient może odbyć dyżury towarzyszące  i  listopada;prawo medyczne;;;;;
czy klient ma obowiązek wykonać polecenie pracodawcy;prawo medyczne;;;;;
w jaki sposób klientka może ubiegać się o zwrot pieniędzy za niewykorzystane bilety;prawo miädzynarodowe;;;;;
czy świadectwo pracy powinno uwzględniać zmianę formy prowadzenia działalności gospodarczej a w konsekwencji zmianę nazwy pracodawcy;prawo pracy;;;;;
czy klientka może uchylić się od wykonania polecenia pracodawcy;prawo medyczne;;;;;
jakie kroki może podjąć klient w związku z przedstawionym stanem faktycznym;prawo karne;;;;;
czy siostry ojca klientki muszą odbyć kwarantannę w miejscu zamieszkania rodziców klientki;prawo medyczne;;;;;
czy klient może zostać oddelegowany do pracy na innym oddziale;prawo pracy;;;;;
czy klient może zostać skierowany do pracy przy zwalczaniu epidemii w szpitalu w którym odbywa szkolenie specjalizacyjne;prawo medyczne;;;;;
w jakim terminie klientka powinna odpowiedzieć na reklamację złożoną przez pacjenta;prawo administracyjne;;;;;
jakie podmioty należy uznać za udzielające świadczeń zdrowotnych którym klientka powinna wydać dokumentację medyczną pacjenta w jaki sposób podmiot udzielający świadczeń zdrowotnych powinien wystąpić o udostępnienie dokumentacji czy udostępnienie dokumentacji ww podmiotowi jest zgodne z przepisami o ochronie danych osobowych;prawo administracyjne;;;;;
z jakimi formalnościami wiąże się rozwiązanie umowy o pracę za porozumieniem stron;prawo pracy;;;;;
czy pracodawca może wezwać klienta do pracy podczas gdy przebywa on na urlopie wychowawczym czy wojewoda może skierować klienta do pracy przy zwalczaniu skutków epidemii podczas urlopu;prawo pracy;;;;;
czy wspólnota mieszkaniowa może podjąć uchwałę dotyczącą wykonania ocieplenia stropu całej powierzchni piwnicy obejmującą również sufity komórek lokatorskich;prawo cywilne;;;;;
czy klient podczas izolacji może wykonywać pracę zdalną na rzecz podmiotu w którym jest zatrudniony;prawo pracy;;;;;
jak powinno wyglądać rozliczenie finansowe koordynatora oddziału rehabilitacji jeżeli oddział jest obecnie oddziałem dla pacjentów zakażonych covid czy w obecnej sytuacji wypowiedzenie złożone przez klientkę jest skuteczne;prawo medyczne;;;;;
czy klientka może udostępnić ubezpieczycielowi posiadaną dokumentację medyczną zmarłego pacjenta;prawo medyczne;;;;;
czy klient może skutecznie żądać zwrotu spłaty części kredytu w jakiej formie klient może domagać się zwrotu;prawo cywilne;;;;;
czy klient może udzielać świadczeń zdrowotnych pacjentom którzy nie są chorzy na covid czy klient jest obowiązany do odbycia kwarantanny;prawo medyczne;;;;;
czy pracodawca może zobowiązać pracownika do wykonywania testu na covid;prawo pracy;;;;;
w jaki sposób klientka może odrzucić spadek;prawo cywilne;;;;;
jak kształtuje się wynagrodzenie minimalne lekarza bez specjalizacji po odbytym stażu podyplomowym;prawo medyczne;;;;;
czy wojewoda może skierować klienta do pracy przy zwalczaniu skutków epidemii jeżeli wychowuje dziecko z orzeczoną niepełnosprawnością jaki jest tryb odwołania od decyzji wojewody;prawo medyczne;;;;;
czy pacjentka może żądać obniżenia ceny uzupełnień;prawo medyczne;;;;;
czy pracodawca lekarza rezydenta może żądać zakazu konkurencji czy lekarz rezydent może nie podpisać takiego zakazu i jakie są tego konsekwencje czy wypowiedzenie umowy o pracę z powodu niepodpisania klauzuli o zakazie konkurencji może być powodem wypowiedzenia umowy o pracę co może obejmować zakaz konkurencji lekarza rezydenta;prawo medyczne;;;;;
czy klient może zostać powołany do pracy przy zwalczaniu epidemii czy przepisy określają co klient powinien zrobić z prowadzoną praktyką stomatologiczną;prawo medyczne;;;;;
czy klient może odmówić pacjentowi leczenia;prawo medyczne;;;;;
jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka;prawo karne;;;;;
czy klient może zostać skierowany do pracy przy zwalczaniu epidemii przez wojewodę;prawo medyczne;;;;;
jakie kroki powinna podjąć klientka w związku z otrzymanym wezwaniem;prawo medyczne;;;;;
czy farmaceuta jest uprawniony do wystawiania recept pro familiae i pro auctore;prawo farmaceutyczne;;;;;
czy klientka może zostać skierowana do pracy na innym oddziale który nie jest związany z jej specjalizacją i umiejętnościami;prawo medyczne;;;;;
czy klientka może samodzielnie pełnić dyżury na oddziale covidowym;prawo medyczne;;;;;
czy i w jaki sposób klientka będąca lekarzem rezydentem może starać się o przyznanie jej dodatkowych środków finansowych dodatek covidowy za oddelegowanie jej do wykonywania czynności zawodowych na oddziale obserwacyjnozakaźnym;prawo medyczne;;;;;
czy lekarzom przysługuje zasiłek opiekuńczy w sytuacji gdy zdecydują się na pozostanie w domu z uczącym się zdalnie dzieckiem w wieku poniżej  lat czy są od tego wyłączeni z powodu możliwości oddania dziecka do świetlicy szkolnej jako członkowie służb medycznych;prawo medyczne;;;;;
czy klientka powinna skierować do dłużnika kolejne wezwanie do zapłaty;prawo cywilne;;;;;
co należy rozumieć przez choroby przewlekłe o których mowa w art  ust  pkt  ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi czy klientce grozi odpowiedzialność karna w przypadku złożenia fałszywego oświadczenia;prawo karne;;;;;
co należy zrobić w przedstawionych okolicznościach;prawo medyczne;;;;;
co należy zrobić w przedstawionych okolicznościach;prawo medyczne;;;;;
czy klientka może zostać oddelegowana do pracy na innym oddziale;prawo pracy;;;;;
czy obecny stan prawny pozwala na odmowę sprzedaży prezerwatyw spirali środków poronnych antykoncepcyjnych i homeopatii a także środków do procedury in vitro np stymulujących owulacje;prawo farmaceutyczne;;;;;
czy klientka może się odwołać od zapisu w notatce policyjnej który jest nierzetelny i niezgodny z zaistniałym zdarzeniem czy dokumenty historii choroby syna klientki wpływają na kwalifikację prawną zdarzenia w kwestii czy doszło do wypadku drogowego czy kolizji czy policja powinna była poinformować męża i syna klientki o zakończeniu prowadzenia postępowania;prawo karne;;;;;
czy jeżeli lekarz jest oddelegowany do pracy na oddział zakaźny w celu zwalczania epidemii to czy może on również pracować w innej placówce;prawo medyczne;;;;;
czy tzw zejście po dyżurze wlicza się do czasu pracy i należy się za ten czas wynagrodzenie;prawo medyczne;;;;;
czy jeśli pacjentka nie wyraża zgody na wykonanie testu to klientka musi zgłosić podejrzenie wystąpienia zakażenia do sanepidu;prawo medyczne;;;;;
czy w ramach aptek prowadzonych pod jednym numerem nip można dokonywać przesunięć leków psychotropowych narkotycznych i prekursorów;prawo farmaceutyczne;;;;;
czy klient może odmówić wydania pacjentowi domacicznego systemu terapeutycznego w kształcie litery t powołując się na art  ust  pkt  ustawy prawo farmaceutyczne;prawo farmaceutyczne;;;;;
czy klient może umieścić na domu reklamę salonu kosmetycznego;prawo administracyjne;;;;;
czy postawienie przez właściciela lokalu blaszanego boxa na miejscu parkingowym w podziemnej hali garażowej wymaga podjęcia przez wspólnotę mieszkaniową uchwały jeżeli podział miejsc parkingowych wynika z umowy quoad usum;prawo cywilne;;;;;
czy do wykonania robót budowlanych w związku z przebudową części mieszkalnej budynku a także modernizacją elewacji budynku i umieszczeniem banerów reklamowych konieczna jest zgoda konserwatora zabytków;prawo administracyjne;;;;;
jakiej opłacie podlega wydanie decyzji przez konserwatora zabytków;prawo administracyjne;;;;;
czy w przypadku gdy w jednym z pomieszczeń domu urządzony jest salon kosmetyczny wymagane jest utworzenie osobnego wejścia do danego salonu;prawo administracyjne;;;;;
czy wywieszenie banneru reklamowego na elewacji budynku objętego ochroną konserwatorską wiąże się z koniecznością uiszczania opłat;prawo administracyjne;;;;;
czy wykonanie badania ekg może przeprowadzić osoba niebędąca pielęgniarką a pracująca w szpitalu np farmaceuta;prawo medyczne;;;;;
w jaki sposób powinien przebiegać proces inwestycyjny aby klient mógł rozpocząć w nim działalność salonu kosmetycznego;prawo administracyjne;;;;;
czy pisemne zapisy ustaleń wiążą strony czy dodatkowe zapisy wpływają na możliwość wypowiedzenia umowy;prawo administracyjne;;;;;
jak wygląda procedura upadłościowa w przypadku jednoosobowej działalności gospodarczej;prawo administracyjne;;;;;
czy podwyższenie uposażenia dla farmaceutów ze specjalizacją może dotyczyć również farmaceutów pracujących na umowę zlecenie mając przełożenie na wyższą stawkę godzinową;prawo pracy;;;;;
czy klient może rozpocząć prace bez uzyskania pozwolenia kto dokonuje odbioru inwestycji;prawo administracyjne;;;;;
czy zmiana sposobu użytkowania musi ściśle odpowiadać projektowi architekta skoro nie jest wymagana obecność kierownika budowy a nadzór budowlany wymaga tylko zgłoszenia;prawo administracyjne;;;;;
czy inwestor jest obowiązany zgłosić zamiar przeprowadzenia remontu zakładowi energetycznemu w związku z przewidywanym podwyższonym zużyciem energii elektrycznej;prawo administracyjne;;;;;
czy ogólne warunki ubezpieczenia screenity są zgodne z prawem i uczciwe;odpowiedzi niestandardowe;;;;;
czy klientowi będzie przysługiwać pierwsza gratyfikacja;prawo pracy;;;;;
czy szpital ma prawo odmówić przyjęcia pacjenta niecovidowego na odział anestezjologii i intensywnej terapii czy w sytuacji przebywania pacjentów covidowych i niecovidowych w jednym szpitalu muszą być spełnione do dodatkowe wymagania np izolatki osobne ciągi komunikacyjne czy pacjenci ci mogą przebywać w sąsiadujących ze sobą salach;prawo medyczne;;;;;
co należy zrobić jeśli w sieci pojawią się opinie oczerniające lekarza;prawo administracyjne;;;;;
czy apteka w czasie godzin dla seniorów może obsługiwać również klientów którzy nie są seniorami oraz czy i dla kogo ustawodawca przewiduje kary za nieprzestrzeganie godzin dla seniorów;prawo farmaceutyczne;;;;;
czy szpital prawidłowo wypłacił klientce dodatek do wynagrodzenia w związku z leczeniem pacjentów chorych na covid;prawo medyczne;;;;;
w jaki sposób klientka może uzyskać od pracodawcy zadośćuczynienie i odszkodowanie;prawo pracy;;;;;
czy klientka powinna wykonać polecenie pracodawcy;prawo medyczne;;;;;
czy poszkodowany przez szkodę pracownika może żądać od pracownika odszkodowania;prawo pracy;;;;;
czy klientka powinna wykonać polecenie służbowe wykonania samodzielnie transportu medycznego jak kształtuje się odpowiedzialność klientki w trakcie wykonywania transportu medycznego;prawo medyczne;;;;;
co można zrobić w przedstawionych okolicznościach aby pociągnąć do odpowiedzialności właścicieli psów;prawo karne;;;;;
czy klientowi który jest na emeryturze przysługuje wyższa ulga podatkowa w związku z podwyższeniem maksymalnej kwoty jaką można wpłacić na ikze;prawo podatkowe;;;;;
czy konieczne jest prowadzenie elektronicznej dokumentacji medycznej w prywatnym gabinecie lekarskim niefinansowanym ze środków publicznych bez kontraktu z nfz prywatnym gabinecie stomatologicznym niefinansowanym ze środków publicznych bez kontraktu z nfz jakie warunki organizacyjnotechniczne mogą uniemożliwiać prowadzenie dokumentacji elektronicznej;prawo medyczne;;;;;
gdzie należy złożyć pozew o separację czy musi on zostać złożony w miejscu zamieszkania klientki i jej męża czy może zostać złożony w innym miejscu zamieszkania rodziców klientki czy klientka ma obowiązek powrotu do domu jeżeli zażyczy sobie tego jej mąż;prawo cywilne;;;;;
jak przeprowadzić postępowanie spadkowe w niniejszej sytuacji;prawo cywilne;;;;;
czy klientowi przysługuje  dodatek do wynagrodzenia w jaki sposób można wyegzekwować zapłatę dodatku do wynagrodzenia;prawo medyczne;;;;;
czy wykonywanie pracy jako farmaceuta na podstawie umowy zlecenie może zakończyć okres przerwy w wykonywaniu zawodu;prawo farmaceutyczne;;;;;
czy zachowanie pracodawcy jest zgodne z prawem;prawo pracy;;;;;
czy klientka jako farmaceutka jest zwolniona z kwarantanny w przypadku gdy osoba z którą zamieszkuje przebywa w izolacji w warunkach domowych;prawo medyczne;;;;;
czy obecnie zasadnym jest złożenie wniosku o zasiedzenie przedmiotowej nieruchomości przez mamę klientki;prawo cywilne;;;;;
jakie dokumenty potrzebuje klientka od pracownika aby mieć pełną listę dokumentów;prawo pracy;;;;;
czy klientka musi płacić składki ubezpieczenia zdrowotnego w stanie epidemii jakie inne formy pomocy może klientka uzyskać z tzw tarczy antykryzysowej;prawo medyczne;;;;;
